,artist_uid,event_list,num_event,fav_venue,num_event_fav_venue,start_active_year,end_active_year,event_per_year,num_year_active
3000,5967902,[3828341],1,Williams Tower Gallery,1,2012,2012,1.0,1
2517,16427617,[3044759],1,South Park Annex,1,2015,2015,1.0,1
3005,4473587,[3832874],1,Las Manos Mágicas,1,2011,2011,1.0,1
3041,14767167,[3892932],1,SKYDIVE,1,2011,2011,1.0,1
3040,14125117,[3892932],1,SKYDIVE,1,2011,2011,1.0,1
3039,9055539,[3892932],1,SKYDIVE,1,2011,2011,1.0,1
3038,8527215,[3892932],1,SKYDIVE,1,2011,2011,1.0,1
3037,4554179,[3892932],1,SKYDIVE,1,2011,2011,1.0,1
3036,3413205,[3892932],1,SKYDIVE,1,2011,2011,1.0,1
3035,2280528,[3892932],1,SKYDIVE,1,2011,2011,1.0,1
3031,3065689,[3869283],1,Houston Center for Photography,1,2012,2012,1.0,1
3029,5830320,[3864364],1,"Museum of Fine Arts, Houston (MFAH)",1,2010,2010,1.0,1
3028,12782893,[3851470],1,Gallery M Squared,1,2015,2015,1.0,1
3024,16270968,[3848962],1,Domy Books,1,2011,2011,1.0,1
3021,10472367,[3845603],1,Blaffer Art Museum (UH),1,2015,2015,1.0,1
3020,13503923,[3844925],1,Blaffer Art Museum (UH),1,2007,2007,1.0,1
3019,9351117,[3844925],1,Blaffer Art Museum (UH),1,2007,2007,1.0,1
3018,2876343,[3844925],1,Blaffer Art Museum (UH),1,2007,2007,1.0,1
3016,11400341,[3841458],1,Catherine Couturier Gallery,1,2017,2017,1.0,1
3015,14635449,[3839353],1,Winter Street Studios,1,2010,2010,1.0,1
3014,11863362,[3839353],1,Winter Street Studios,1,2010,2010,1.0,1
3012,2568802,[3839353],1,Winter Street Studios,1,2010,2010,1.0,1
3010,13928366,[3837790],1,The Menil Collection,1,2015,2015,1.0,1
3008,3469460,[3837790],1,The Menil Collection,1,2015,2015,1.0,1
3007,10355138,[3832874],1,Las Manos Mágicas,1,2011,2011,1.0,1
3006,8366334,[3832874],1,Las Manos Mágicas,1,2011,2011,1.0,1
2947,14462075,[3709111],1,Glassell School of Art,1,2013,2013,1.0,1
2946,12141477,[3709111],1,Glassell School of Art,1,2013,2013,1.0,1
2945,10285430,[3709111],1,Glassell School of Art,1,2013,2013,1.0,1
2944,7073633,[3709111],1,Glassell School of Art,1,2013,2013,1.0,1
2912,16010602,[3666638],1,Catacomb,1,2015,2015,1.0,1
2911,9386723,[3665364],1,Art League Houston,1,2014,2014,1.0,1
2910,15353252,[3663894],1,Finesilver Gallery Houston,1,2007,2007,1.0,1
2909,11667586,[3663894],1,Finesilver Gallery Houston,1,2007,2007,1.0,1
2908,6183947,[3663894],1,Finesilver Gallery Houston,1,2007,2007,1.0,1
2906,116428,[3657582],1,Art League Houston,1,2015,2015,1.0,1
2905,6760456,[3657302],1,All Over Houston Multi-venue,1,2014,2014,1.0,1
2903,12131166,[3655537],1,labotanica,1,2010,2010,1.0,1
2902,12032464,[3655537],1,labotanica,1,2010,2010,1.0,1
2901,9728365,[3655537],1,labotanica,1,2010,2010,1.0,1
2900,8914348,[3652624],1,Peveto,1,2013,2013,1.0,1
2898,12778395,[3632031],1,Hardy & Nance Street Studio Complex,1,2013,2013,1.0,1
2897,4500067,[3632031],1,Hardy & Nance Street Studio Complex,1,2013,2013,1.0,1
2896,7228212,[3631836],1,guerrero-projects,1,2017,2017,1.0,1
2895,11068037,[3630323],1,JoMar Visions,1,2011,2011,1.0,1
2894,3931698,[3628122],1,"Museum of Fine Arts, Houston (MFAH)",1,2014,2014,1.0,1
2893,11893250,[3626908],1,Redbud Gallery,1,2017,2017,1.0,1
2888,1479359,[3620530],1,Joan Wich & Company,1,2008,2008,1.0,1
2887,8996706,[3620462],1,Chick and Chica Shop Window,1,2011,2011,1.0,1
2884,3422398,[3607451],1,Cardoza Fine Art,1,2013,2013,1.0,1
2883,11254230,[3606438],1,Margolis Gallery (Congregation Beth Israel),1,2008,2008,1.0,1
2882,5150062,[3598582],1,Brown Auditorium Theater (MFAH),1,2011,2011,1.0,1
2881,11300052,[3590473],1,Gallery 1724,1,2009,2009,1.0,1
2913,4490137,[3668111],1,Blaffer Art Museum (UH),1,2013,2013,1.0,1
2914,12841224,[3668111],1,Blaffer Art Museum (UH),1,2013,2013,1.0,1
2915,15014665,[3668111],1,Blaffer Art Museum (UH),1,2013,2013,1.0,1
2931,7132198,[3699928],1,Space Center Houston,1,2013,2013,1.0,1
2942,4693903,[3709111],1,Glassell School of Art,1,2013,2013,1.0,1
2941,509435,[3709111],1,Glassell School of Art,1,2013,2013,1.0,1
2940,12267415,[3706399],1,New Gallery/Thom Andriola,1,2010,2010,1.0,1
2939,12261587,[3706399],1,New Gallery/Thom Andriola,1,2010,2010,1.0,1
2938,3956407,[3706399],1,New Gallery/Thom Andriola,1,2010,2010,1.0,1
2936,9433798,[3703455],1,Nusrat Malik's House,1,2011,2011,1.0,1
2935,15833992,[3700276],1,Laura Rathe Fine Art,1,2010,2010,1.0,1
2934,1641031,[3700276],1,Laura Rathe Fine Art,1,2010,2010,1.0,1
2933,1533530,[3700276],1,Laura Rathe Fine Art,1,2010,2010,1.0,1
2932,16158333,[3699928],1,Space Center Houston,1,2013,2013,1.0,1
2930,2607097,[3699928],1,Space Center Houston,1,2013,2013,1.0,1
2916,1702529,[3673071],1,Peveto,1,2012,2012,1.0,1
2928,12246027,[3699844],1,McMurtrey Gallery,1,2011,2011,1.0,1
2927,10261064,[3699844],1,McMurtrey Gallery,1,2011,2011,1.0,1
2926,16763017,[3698122],1,Aurora Video Library,1,2012,2012,1.0,1
2925,5567741,[3692672],1,Gray Contemporary,1,2017,2017,1.0,1
2924,15212122,[3689307],1,The Joanna Gallery,1,2011,2011,1.0,1
2923,11393170,[3689307],1,The Joanna Gallery,1,2011,2011,1.0,1
2922,10148090,[3689307],1,The Joanna Gallery,1,2011,2011,1.0,1
2920,10482480,[3685287],1,Menil Collection,1,2013,2013,1.0,1
2919,5409957,[3682496],1,Laura Rathe Fine Art,1,2016,2016,1.0,1
2918,9478407,[3680327],1,Russian Cultural Center - Our Texas,1,2015,2015,1.0,1
3043,5923369,[3895788],1,The Brandon,1,2013,2013,1.0,1
3044,5238231,[3897649],1,Hiram Butler Gallery,1,2011,2011,1.0,1
3046,5672933,[3908178],1,Discovery Green,1,2010,2010,1.0,1
3115,580360,[3987965],1,Bosque Gallery (LSC CyFair),1,2008,2008,1.0,1
3159,868514,[4099088],1,The Printing Museum,1,2013,2013,1.0,1
3158,15715106,[4091837],1,SAMARA Gallery,1,2017,2017,1.0,1
3155,3906530,[4084095],1,V The Gallery at Villagio Town Center,1,2011,2011,1.0,1
3154,920535,[4084095],1,V The Gallery at Villagio Town Center,1,2011,2011,1.0,1
3152,12242176,[4081002],1,Nau-haus,1,2008,2008,1.0,1
3150,15547092,[4073756],1,Flatland Gallery,1,2018,2018,1.0,1
3149,16146784,[4071952],1,Mackey Gallery,1,2008,2008,1.0,1
3148,9058416,[4070539],1,BLUEorange Contemporary,1,2016,2016,1.0,1
3147,9261387,[4052000],1,Bering Art Collective,1,2009,2009,1.0,1
3140,5264002,[4044947],1,Menil Collection,1,2009,2009,1.0,1
3136,10844167,[4026881],1,14 Pews,1,2014,2014,1.0,1
3135,5610079,[4026881],1,14 Pews,1,2014,2014,1.0,1
3130,15287975,[4014965],1,Booker-Lowe Gallery,1,2008,2008,1.0,1
3129,12708036,[4014965],1,Booker-Lowe Gallery,1,2008,2008,1.0,1
3128,11401142,[4014965],1,Booker-Lowe Gallery,1,2008,2008,1.0,1
3127,13857677,[4013393],1,Contemporary Arts Museum Houston,1,2014,2014,1.0,1
3124,11294893,[4009740],1,Hello Project,1,2015,2015,1.0,1
3123,3394150,[4009740],1,Hello Project,1,2015,2015,1.0,1
3122,738976,[4000547],1,Archway Gallery,1,2015,2015,1.0,1
3120,10251931,[3993252],1,The Community Artists' Collective,1,2016,2016,1.0,1
3119,12414597,[3987965],1,Bosque Gallery (LSC CyFair),1,2008,2008,1.0,1
3118,12212883,[3987965],1,Bosque Gallery (LSC CyFair),1,2008,2008,1.0,1
3117,10739232,[3987965],1,Bosque Gallery (LSC CyFair),1,2008,2008,1.0,1
3160,3508172,[4100720],1,Silver Street Studios,1,2010,2010,1.0,1
3161,5992969,[4100720],1,Silver Street Studios,1,2010,2010,1.0,1
3162,10090792,[4100720],1,Silver Street Studios,1,2010,2010,1.0,1
3185,15422022,[4163472],1,BOX 13 ArtSpace,1,2014,2014,1.0,1
3201,1173478,[4170169],1,Winter Street Studios,1,2010,2010,1.0,1
3200,16568418,[4170062],1,Vaughan Christopher Gallery,1,2010,2010,1.0,1
3197,4527188,[4170062],1,Vaughan Christopher Gallery,1,2010,2010,1.0,1
3195,15504065,[4167468],1,Williams Tower Gallery,1,2007,2007,1.0,1
3194,12623827,[4167468],1,Williams Tower Gallery,1,2007,2007,1.0,1
3193,10964712,[4167468],1,Williams Tower Gallery,1,2007,2007,1.0,1
3192,10571204,[4167468],1,Williams Tower Gallery,1,2007,2007,1.0,1
3191,8353573,[4167468],1,Williams Tower Gallery,1,2007,2007,1.0,1
3190,6252733,[4167468],1,Williams Tower Gallery,1,2007,2007,1.0,1
3188,3831365,[4167468],1,Williams Tower Gallery,1,2007,2007,1.0,1
3180,13603485,[4150144],1,Blaffer Art Museum (UH),1,2013,2013,1.0,1
3164,13370298,[4108645],1,Lawndale Art Center,1,2016,2016,1.0,1
3179,2403757,[4141673],1,Thornwood Gallery,1,2014,2014,1.0,1
3178,15750238,[4140829],1,Goldesberry Gallery,1,2011,2011,1.0,1
3176,16425311,[4139494],1,Lawndale Art Center,1,2016,2016,1.0,1
3174,15485658,[4136512],1,Wagner Sousa Modern Art,1,2011,2011,1.0,1
3173,13471569,[4136512],1,Wagner Sousa Modern Art,1,2011,2011,1.0,1
3171,16681243,[4135268],1,G Gallery,1,2015,2015,1.0,1
3169,2727962,[4126305],1,Koelsch Gallery,1,2007,2007,1.0,1
3168,13291486,[4118053],1,G Gallery,1,2012,2012,1.0,1
3167,8845358,[4118053],1,G Gallery,1,2012,2012,1.0,1
3165,5673504,[4116246],1,Sicardi | Ayers | Bacino,1,2017,2017,1.0,1
3116,8581002,[3987965],1,Bosque Gallery (LSC CyFair),1,2008,2008,1.0,1
3114,4574535,[3974205],1,DeSantos Gallery,1,2011,2011,1.0,1
3047,15853587,[3908178],1,Discovery Green,1,2010,2010,1.0,1
3112,6091354,[3973314],1,Menil Collection,1,2010,2010,1.0,1
3072,15930995,[3932026],1,Home of Saul Banda,1,2015,2015,1.0,1
3071,15840025,[3932026],1,Home of Saul Banda,1,2015,2015,1.0,1
3070,13438298,[3932026],1,Home of Saul Banda,1,2015,2015,1.0,1
3069,11093484,[3932026],1,Home of Saul Banda,1,2015,2015,1.0,1
3068,10718580,[3932026],1,Home of Saul Banda,1,2015,2015,1.0,1
3067,10497249,[3932026],1,Home of Saul Banda,1,2015,2015,1.0,1
3066,10391100,[3932026],1,Home of Saul Banda,1,2015,2015,1.0,1
3065,8785014,[3932026],1,Home of Saul Banda,1,2015,2015,1.0,1
3064,2819814,[3932026],1,Home of Saul Banda,1,2015,2015,1.0,1
3063,2176668,[3932026],1,Home of Saul Banda,1,2015,2015,1.0,1
3062,16305717,[3930594],1,Pearl Fincher Museum of Fine Arts,1,2016,2016,1.0,1
3061,13324553,[3930594],1,Pearl Fincher Museum of Fine Arts,1,2016,2016,1.0,1
3060,13160615,[3930594],1,Pearl Fincher Museum of Fine Arts,1,2016,2016,1.0,1
3058,4689254,[3930594],1,Pearl Fincher Museum of Fine Arts,1,2016,2016,1.0,1
3057,3559001,[3930594],1,Pearl Fincher Museum of Fine Arts,1,2016,2016,1.0,1
3055,10887920,[3912705],1,Talento Bilingue de Houston TBH Center,1,2012,2012,1.0,1
3054,8252852,[3912705],1,Talento Bilingue de Houston TBH Center,1,2012,2012,1.0,1
3053,7748790,[3912705],1,Talento Bilingue de Houston TBH Center,1,2012,2012,1.0,1
3052,7380795,[3912705],1,Talento Bilingue de Houston TBH Center,1,2012,2012,1.0,1
3051,7339216,[3912705],1,Talento Bilingue de Houston TBH Center,1,2012,2012,1.0,1
3050,3221510,[3912705],1,Talento Bilingue de Houston TBH Center,1,2012,2012,1.0,1
3049,227763,[3912705],1,Talento Bilingue de Houston TBH Center,1,2012,2012,1.0,1
3048,16036505,[3911767],1,Art Car Museum,1,2015,2015,1.0,1
3075,2867025,[3940672],1,Gallery 1724,1,2010,2010,1.0,1
3077,7358378,[3940672],1,Gallery 1724,1,2010,2010,1.0,1
3078,10418890,[3940672],1,Gallery 1724,1,2010,2010,1.0,1
3096,3757605,[3955637],1,"The University of Houston, Main Campus (UH)",1,2014,2014,1.0,1
3110,14081880,[3960620],1,Alonzo Gallery,1,2014,2014,1.0,1
3109,4146930,[3960620],1,Alonzo Gallery,1,2014,2014,1.0,1
3107,442394,[3960620],1,Alonzo Gallery,1,2014,2014,1.0,1
3104,11312515,[3957634],1,Anya Tish Gallery,1,2015,2015,1.0,1
3103,1762234,[3957634],1,Anya Tish Gallery,1,2015,2015,1.0,1
3101,9604445,[3955637],1,"The University of Houston, Main Campus (UH)",1,2014,2014,1.0,1
3100,8326218,[3955637],1,"The University of Houston, Main Campus (UH)",1,2014,2014,1.0,1
3099,7021089,[3955637],1,"The University of Houston, Main Campus (UH)",1,2014,2014,1.0,1
3098,6440073,[3955637],1,"The University of Houston, Main Campus (UH)",1,2014,2014,1.0,1
3097,4194970,[3955637],1,"The University of Houston, Main Campus (UH)",1,2014,2014,1.0,1
3094,69850,[3955637],1,"The University of Houston, Main Campus (UH)",1,2014,2014,1.0,1
3079,14169440,[3940672],1,Gallery 1724,1,2010,2010,1.0,1
3091,16394822,[3947819],1,"Museum of Fine Arts, Houston (MFAH)",1,2007,2007,1.0,1
3090,14863720,[3946687],1,"United Way, Houston",1,2011,2011,1.0,1
3089,9409449,[3946687],1,"United Way, Houston",1,2011,2011,1.0,1
3088,6712259,[3946687],1,"United Way, Houston",1,2011,2011,1.0,1
3087,1837960,[3946687],1,"United Way, Houston",1,2011,2011,1.0,1
3086,2407452,[3942924],1,Sesquicentennial Park,1,2012,2012,1.0,1
3085,13434487,[3941264],1,George R. Brown Convention Center,1,2011,2011,1.0,1
3083,6014289,[3941264],1,George R. Brown Convention Center,1,2011,2011,1.0,1
3082,15401555,[3940672],1,Gallery 1724,1,2010,2010,1.0,1
3081,15220493,[3940672],1,Gallery 1724,1,2010,2010,1.0,1
2880,10480498,[3590473],1,Gallery 1724,1,2009,2009,1.0,1
2879,9669521,[3590473],1,Gallery 1724,1,2009,2009,1.0,1
2878,7037563,[3590473],1,Gallery 1724,1,2009,2009,1.0,1
2608,16355185,[3151246],1,MECA,1,2015,2015,1.0,1
2647,363332,[3224847],1,El Rincon Social,1,2016,2016,1.0,1
2646,116363,[3224847],1,El Rincon Social,1,2016,2016,1.0,1
2645,6519071,[3224773],1,Galveston Arts Center,1,2013,2013,1.0,1
2644,5238825,[3224246],1,Koelsch Gallery,1,2013,2013,1.0,1
2643,16738069,[3221229],1,DiverseWorks,1,2010,2010,1.0,1
2642,1608004,[3221229],1,DiverseWorks,1,2010,2010,1.0,1
2640,11788488,[3221081],1,Blaffer Art Museum (UH),1,2013,2013,1.0,1
2636,6859790,[3221081],1,Blaffer Art Museum (UH),1,2013,2013,1.0,1
2635,3341597,[3221081],1,Blaffer Art Museum (UH),1,2013,2013,1.0,1
2632,6977605,[3202721],1,Houston Center for Photography,1,2014,2014,1.0,1
2629,5345289,[3184533],1,Jung Center,1,2017,2017,1.0,1
2627,9602729,[3183213],1,Galveston Arts Center,1,2015,2015,1.0,1
2625,7316991,[3183213],1,Galveston Arts Center,1,2015,2015,1.0,1
2623,14933471,[3179547],1,Domy Books,1,2007,2007,1.0,1
2622,14100091,[3179547],1,Domy Books,1,2007,2007,1.0,1
2620,11934955,[3172158],1,Cardoza Fine Art,1,2014,2014,1.0,1
2617,10894431,[3161353],1,The Printing Museum,1,2011,2011,1.0,1
2615,3401863,[3161353],1,The Printing Museum,1,2011,2011,1.0,1
2614,1099197,[3160881],1,Watermark Fine Art,1,2007,2007,1.0,1
2613,14888417,[3157377],1,PG Contemporary,1,2012,2012,1.0,1
2612,11893530,[3157377],1,PG Contemporary,1,2012,2012,1.0,1
2611,9170302,[3157377],1,PG Contemporary,1,2012,2012,1.0,1
2610,2271494,[3157377],1,PG Contemporary,1,2012,2012,1.0,1
2648,686995,[3224847],1,El Rincon Social,1,2016,2016,1.0,1
2649,2845693,[3224847],1,El Rincon Social,1,2016,2016,1.0,1
2650,2919177,[3224847],1,El Rincon Social,1,2016,2016,1.0,1
2668,8065440,[3228817],1,Harris Gallery,1,2013,2013,1.0,1
2683,15286460,[3262965],1,O'Kane Gallery (UHD),1,2010,2010,1.0,1
2681,13415340,[3242984],1,Inferno Gallery (Rice University),1,2014,2014,1.0,1
2680,12065794,[3242984],1,Inferno Gallery (Rice University),1,2014,2014,1.0,1
2675,16343752,[3233651],1,Bryan Miller Gallery,1,2007,2007,1.0,1
2674,14631605,[3233651],1,Bryan Miller Gallery,1,2007,2007,1.0,1
2673,11045123,[3233651],1,Bryan Miller Gallery,1,2007,2007,1.0,1
2672,10606783,[3233651],1,Bryan Miller Gallery,1,2007,2007,1.0,1
2671,6019102,[3233432],1,G Spot Gallery Houston,1,2016,2016,1.0,1
2670,13771862,[3232040],1,Moody Gallery,1,2009,2009,1.0,1
2669,6917470,[3232040],1,Moody Gallery,1,2009,2009,1.0,1
2663,16010136,[3224847],1,El Rincon Social,1,2016,2016,1.0,1
2651,3039066,[3224847],1,El Rincon Social,1,2016,2016,1.0,1
2662,15880965,[3224847],1,El Rincon Social,1,2016,2016,1.0,1
2661,15795805,[3224847],1,El Rincon Social,1,2016,2016,1.0,1
2660,15210352,[3224847],1,El Rincon Social,1,2016,2016,1.0,1
2659,13927083,[3224847],1,El Rincon Social,1,2016,2016,1.0,1
2658,10263989,[3224847],1,El Rincon Social,1,2016,2016,1.0,1
2657,9774566,[3224847],1,El Rincon Social,1,2016,2016,1.0,1
2656,6939693,[3224847],1,El Rincon Social,1,2016,2016,1.0,1
2655,6348886,[3224847],1,El Rincon Social,1,2016,2016,1.0,1
2653,5742498,[3224847],1,El Rincon Social,1,2016,2016,1.0,1
2652,4096279,[3224847],1,El Rincon Social,1,2016,2016,1.0,1
2609,3756438,[3152012],1,McMurtrey Gallery,1,2014,2014,1.0,1
2607,8961419,[3151246],1,MECA,1,2015,2015,1.0,1
2687,9924129,[3281024],1,Art Car Museum,1,2012,2012,1.0,1
2606,15640983,[3151231],1,Jung Center,1,2011,2011,1.0,1
2559,3522500,[3095686],1,Moody Center for the Arts (Rice University),1,2017,2017,1.0,1
2556,14504476,[3092914],1,Sicardi | Ayers | Bacino,1,2013,2013,1.0,1
2555,6636714,[3092914],1,Sicardi | Ayers | Bacino,1,2013,2013,1.0,1
2553,15860930,[3086528],1,FrenetiCore / Frenetic Theater,1,2015,2015,1.0,1
2552,8970707,[3086528],1,FrenetiCore / Frenetic Theater,1,2015,2015,1.0,1
2551,6690882,[3086528],1,FrenetiCore / Frenetic Theater,1,2015,2015,1.0,1
2548,566143,[3086528],1,FrenetiCore / Frenetic Theater,1,2015,2015,1.0,1
2545,6349880,[3079293],1,BOX 13 ArtSpace,1,2014,2014,1.0,1
2542,1170691,[3079149],1,El Rincon Social,1,2012,2012,1.0,1
2540,7038920,[3075282],1,Abby Lee's Studio G,1,2011,2011,1.0,1
2539,15950692,[3071633],1,Asia Society Texas Center,1,2015,2015,1.0,1
2537,3018685,[3071633],1,Asia Society Texas Center,1,2015,2015,1.0,1
2536,14958899,[3070328],1,Russian Cultural Center - Our Texas,1,2015,2015,1.0,1
2535,11692907,[3069954],1,Brown Auditorium Theater (MFAH),1,2013,2013,1.0,1
2534,10689812,[3069760],1,Notsuoh,1,2015,2015,1.0,1
2532,15475690,[3066029],1,"University of Houston, Clear Lake Art Gallery (UHCL)",1,2008,2008,1.0,1
2529,6932267,[3065435],1,UP Art Studio,1,2012,2012,1.0,1
2528,11729106,[3062173],1,Galeria Regina,1,2015,2015,1.0,1
2525,15624703,[3055180],1,Orange Show Center for Visionary Art,1,2013,2013,1.0,1
2524,12085555,[3053937],1,Bea Ying Projects Pop-Up Gallery,1,2013,2013,1.0,1
2521,13536728,[3052765],1,Asia Society Texas Center,1,2014,2014,1.0,1
2520,9038198,[3049287],1,Rice University Art Gallery (Rice University),1,2008,2008,1.0,1
2518,14212215,[3046882],1,Gray Contemporary,1,2018,2018,1.0,1
2560,3133235,[3098456],1,Esperson Gallery,1,2015,2015,1.0,1
2561,8695160,[3098456],1,Esperson Gallery,1,2015,2015,1.0,1
2564,764355,[3100052],1,Wade Wilson Art,1,2010,2010,1.0,1
2586,13851174,[3109004],1,Gallery Sonja Roesch,1,2014,2014,1.0,1
2604,1045652,[3142601],1,G Gallery,1,2015,2015,1.0,1
2602,13175458,[3137649],1,Cynthia Woods Mitchell Center (UH),1,2011,2011,1.0,1
2598,8911716,[3122744],1,Gremillion & Co. Fine Art,1,2011,2011,1.0,1
2597,10849420,[3119488],1,Gremillion & Co. Fine Art,1,2015,2015,1.0,1
2596,10235847,[3118820],1,Peel Gallery,1,2010,2010,1.0,1
2595,8936382,[3118820],1,Peel Gallery,1,2010,2010,1.0,1
2594,5978257,[3118820],1,Peel Gallery,1,2010,2010,1.0,1
2592,6842749,[3114523],1,Wade Wilson Art,1,2007,2007,1.0,1
2589,16153826,[3109004],1,Gallery Sonja Roesch,1,2014,2014,1.0,1
2588,14891339,[3109004],1,Gallery Sonja Roesch,1,2014,2014,1.0,1
2585,13569845,[3109004],1,Gallery Sonja Roesch,1,2014,2014,1.0,1
2565,14116564,[3100052],1,Wade Wilson Art,1,2010,2010,1.0,1
2583,12237801,[3109004],1,Gallery Sonja Roesch,1,2014,2014,1.0,1
2581,11416773,[3109004],1,Gallery Sonja Roesch,1,2014,2014,1.0,1
2576,9154188,[3109004],1,Gallery Sonja Roesch,1,2014,2014,1.0,1
2575,8788134,[3109004],1,Gallery Sonja Roesch,1,2014,2014,1.0,1
2573,5133821,[3109004],1,Gallery Sonja Roesch,1,2014,2014,1.0,1
2570,2385967,[3109004],1,Gallery Sonja Roesch,1,2014,2014,1.0,1
2569,2311577,[3109004],1,Gallery Sonja Roesch,1,2014,2014,1.0,1
2568,230177,[3109004],1,Gallery Sonja Roesch,1,2014,2014,1.0,1
2567,16376722,[3100052],1,Wade Wilson Art,1,2010,2010,1.0,1
2566,15984648,[3100052],1,Wade Wilson Art,1,2010,2010,1.0,1
2686,2223648,[3281024],1,Art Car Museum,1,2012,2012,1.0,1
2691,6942113,[3285853],1,Silver Street Studios,1,2007,2007,1.0,1
2877,6398999,[3590473],1,Gallery 1724,1,2009,2009,1.0,1
2779,620934,[3406099],1,Xnihilo Gallery,1,2009,2009,1.0,1
2825,9534706,[3526010],1,Glassell School of Art,1,2008,2008,1.0,1
2824,6922819,[3526010],1,Glassell School of Art,1,2008,2008,1.0,1
2822,3999590,[3526010],1,Glassell School of Art,1,2008,2008,1.0,1
2819,5987484,[3518738],1,Discovery Green,1,2011,2011,1.0,1
2818,2256642,[3518738],1,Discovery Green,1,2011,2011,1.0,1
2817,2223397,[3518738],1,Discovery Green,1,2011,2011,1.0,1
2816,11279020,[3516471],1,4411 Montrose Boulevard,1,2015,2015,1.0,1
2815,1966473,[3516471],1,4411 Montrose Boulevard,1,2015,2015,1.0,1
2807,5529618,[3500820],1,Archway Gallery,1,2010,2010,1.0,1
2805,10096329,[3497498],1,Menil Collection,1,2010,2010,1.0,1
2803,4356474,[3492142],1,Civic TV Collective,1,2015,2015,1.0,1
2801,15918486,[3489887],1,Hermann Park Golf Course,1,2009,2009,1.0,1
2800,475887,[3489887],1,Hermann Park Golf Course,1,2009,2009,1.0,1
2799,10385892,[3473681],1,Anya Tish Gallery,1,2014,2014,1.0,1
2798,9421451,[3463612],1,Domy Books,1,2009,2009,1.0,1
2797,1353833,[3454593],1,Capsule Gallery,1,2016,2016,1.0,1
2796,7889095,[3452965],1,The Record Ranch Gallery (Cactus Music),1,2015,2015,1.0,1
2795,3014614,[3452406],1,Insomnia Video Games,1,2017,2017,1.0,1
2790,13206245,[3441751],1,New Gallery/Thom Andriola,1,2009,2009,1.0,1
2789,1039488,[3436880],1,"Museum of Fine Arts, Houston (MFAH)",1,2014,2014,1.0,1
2785,5041974,[3429875],1,Rice University,1,2012,2012,1.0,1
2784,2973617,[3429875],1,Rice University,1,2012,2012,1.0,1
2783,575381,[3429875],1,Rice University,1,2012,2012,1.0,1
2827,12285322,[3526010],1,Glassell School of Art,1,2008,2008,1.0,1
2829,15310085,[3526010],1,Glassell School of Art,1,2008,2008,1.0,1
2830,16640741,[3526010],1,Glassell School of Art,1,2008,2008,1.0,1
2860,3334606,[3573532],1,Gray Contemporary,1,2015,2015,1.0,1
2876,6241295,[3590473],1,Gallery 1724,1,2009,2009,1.0,1
2875,6028167,[3590473],1,Gallery 1724,1,2009,2009,1.0,1
2874,5553032,[3590473],1,Gallery 1724,1,2009,2009,1.0,1
2872,4360370,[3590473],1,Gallery 1724,1,2009,2009,1.0,1
2871,3016940,[3590473],1,Gallery 1724,1,2009,2009,1.0,1
2867,8996966,[3582421],1,Gallery M Squared,1,2010,2010,1.0,1
2864,4871022,[3582421],1,Gallery M Squared,1,2010,2010,1.0,1
2863,12187183,[3580435],1,DeSantos Gallery,1,2009,2009,1.0,1
2862,13520543,[3579295],1,Deborah Colton Gallery,1,2014,2014,1.0,1
2861,14493271,[3573532],1,Gray Contemporary,1,2015,2015,1.0,1
2859,12789302,[3571944],1,Rudolph Blume Fine Art | ArtScan Gallery,1,2011,2011,1.0,1
2837,8606535,[3549452],1,McMurtrey Gallery,1,2012,2012,1.0,1
2856,10245643,[3569461],1,PG Contemporary,1,2012,2012,1.0,1
2850,6268423,[3562149],1,McClain Gallery,1,2008,2008,1.0,1
2849,775933,[3562149],1,McClain Gallery,1,2008,2008,1.0,1
2848,11726431,[3562034],1,Octavia Art Gallery,1,2014,2014,1.0,1
2844,4915030,[3562034],1,Octavia Art Gallery,1,2014,2014,1.0,1
2843,7914430,[3557798],1,DeSantos Gallery,1,2010,2010,1.0,1
2842,9636161,[3556534],1,Galveston Arts Center,1,2016,2016,1.0,1
2841,13761426,[3554750],1,Crosspoint Community Church,1,2012,2012,1.0,1
2839,7469999,[3553291],1,Bayou Music Center,1,2014,2014,1.0,1
2838,7858621,[3552367],1,The Next Door Gallery,1,2016,2016,1.0,1
2780,2870504,[3412958],1,Eldorado Ballroom (Project Row Houses),1,2012,2012,1.0,1
2771,2140107,[3385475],1,Moody Gallery,1,2010,2010,1.0,1
2693,12856714,[3285853],1,Silver Street Studios,1,2007,2007,1.0,1
2769,14521918,[3376528],1,Sundance Cinemas,1,2013,2013,1.0,1
2725,9479658,[3324796],1,The Audley Society,1,2011,2011,1.0,1
2724,8683497,[3324796],1,The Audley Society,1,2011,2011,1.0,1
2721,3681533,[3324796],1,The Audley Society,1,2011,2011,1.0,1
2720,2337378,[3324796],1,The Audley Society,1,2011,2011,1.0,1
2719,9139953,[3321359],1,14 Pews,1,2014,2014,1.0,1
2718,7453020,[3321359],1,14 Pews,1,2014,2014,1.0,1
2712,10548845,[3308001],1,Bryan Miller Gallery,1,2010,2010,1.0,1
2711,6034437,[3308001],1,Bryan Miller Gallery,1,2010,2010,1.0,1
2710,1956297,[3306754],1,Catherine Couturier Gallery,1,2015,2015,1.0,1
2709,8033044,[3305313],1,Gremillion & Co. Fine Art,1,2012,2012,1.0,1
