,event_uid,venue_uid,start_date,end_date,artist_list,num_artist,venue,coordinates,address,city,zip,url
8910,2981496,6302098,2010-02-22,2010-03-22,[2920866],1,Cloister Gallery (Christ Church Cathedral),"29.7593754285714,-95.3613893469388",1117 Texas Avenue,Houston,77002.0,
8911,5962300,6302098,2010-04-30,2010-05-25,[12398594],1,Cloister Gallery (Christ Church Cathedral),"29.7593754285714,-95.3613893469388",1117 Texas Avenue,Houston,77002.0,
8912,8767632,6302098,2012-12-07,2013-01-15,"[2504919, 4996362]",2,Cloister Gallery (Christ Church Cathedral),"29.7593754285714,-95.3613893469388",1117 Texas Avenue,Houston,77002.0,
8913,9453117,6302098,2008-08-10,2008-09-01,[11211005],1,Cloister Gallery (Christ Church Cathedral),"29.7593754285714,-95.3613893469388",1117 Texas Avenue,Houston,77002.0,
8914,9960290,6302098,2015-03-06,2015-03-31,"[2109084, 5904913]",2,Cloister Gallery (Christ Church Cathedral),"29.7593754285714,-95.3613893469388",1117 Texas Avenue,Houston,77002.0,
8915,11215467,6302098,2011-09-02,2011-09-28,[4530325],1,Cloister Gallery (Christ Church Cathedral),"29.7593754285714,-95.3613893469388",1117 Texas Avenue,Houston,77002.0,
8916,11514923,6302098,2013-02-01,2013-02-01,[9788908],1,Cloister Gallery (Christ Church Cathedral),"29.7593754285714,-95.3613893469388",1117 Texas Avenue,Houston,77002.0,
8917,12099374,6302098,2010-08-07,2010-08-24,[12398594],1,Cloister Gallery (Christ Church Cathedral),"29.7593754285714,-95.3613893469388",1117 Texas Avenue,Houston,77002.0,
8918,14103121,6302098,2019-01-07,2019-02-15,[7649660],1,Cloister Gallery (Christ Church Cathedral),"29.7593754285714,-95.3613893469388",1117 Texas Avenue,Houston,77002.0,
8919,14961351,6302098,2014-07-31,2014-08-27,0,0,Cloister Gallery (Christ Church Cathedral),"29.7593754285714,-95.3613893469388",1117 Texas Avenue,Houston,77002.0,
8920,2406848,11716308,2018-03-02,2018-03-03,[12064703],1,Rec Room Houston,"29.760306,-95.353905","100 Jackson Street, #130C",Houston,77002.0,www.recroomhtx.com
8921,9738653,11716308,2017-06-23,2017-06-25,0,0,Rec Room Houston,"29.760306,-95.353905","100 Jackson Street, #130C",Houston,77002.0,www.recroomhtx.com
8922,12731790,11716308,2018-04-17,2018-04-17,0,0,Rec Room Houston,"29.760306,-95.353905","100 Jackson Street, #130C",Houston,77002.0,www.recroomhtx.com
8923,13900507,11716308,2017-08-24,2017-08-25,0,0,Rec Room Houston,"29.760306,-95.353905","100 Jackson Street, #130C",Houston,77002.0,www.recroomhtx.com
8924,2419549,14632234,2018-02-17,2018-02-17,0,0,Bisong Art Gallery,"29.7674761,-95.3533453",1305 Sterrett Street,Houston,77002.0,
8925,2484646,14632234,2016-07-15,2016-07-16,[334364],1,Bisong Art Gallery,"29.7674761,-95.3533453",1305 Sterrett Street,Houston,77002.0,
8926,6919895,14632234,2015-09-18,2015-09-19,[10136449],1,Bisong Art Gallery,"29.7674761,-95.3533453",1305 Sterrett Street,Houston,77002.0,
8927,9280553,14632234,2017-03-25,2017-03-26,0,0,Bisong Art Gallery,"29.7674761,-95.3533453",1305 Sterrett Street,Houston,77002.0,
8928,13080928,14632234,2018-09-08,2018-10-06,[13928205],1,Bisong Art Gallery,"29.7674761,-95.3533453",1305 Sterrett Street,Houston,77002.0,
8929,16565974,14632234,2017-11-18,2017-11-18,0,0,Bisong Art Gallery,"29.7674761,-95.3533453",1305 Sterrett Street,Houston,77002.0,
8930,2422534,11847921,2015-09-28,2015-10-22,[13833902],1,Alvin Community College Fine Arts Gallery,"29.3990253,-95.244978","3110 Mustang Road, Building B, 2nd Floor",Alvin,77511.0,www.alvincollege.edu/Art
8931,2491460,3907646,2015-02-17,2015-02-17,0,0,Charlton Community Center,"29.687663,-95.274494",8200 Park Place Boulevard,Houston,77017.0,
8932,2492103,13411311,2014-02-26,2014-02-26,0,0,Lowbrow Houston,"29.736005,-95.399409",1601 West Main Street,Houston,77006.0,lowbrowhouston.com
8933,2497381,819363,2015-10-28,2015-10-28,0,0,Laura Rathe Fine Art,"29.7493038,-95.462209",1700 Post Oak Boulevard,Houston,77056.0,
8934,3682496,819363,2016-03-10,2016-04-06,[5409957],1,Laura Rathe Fine Art,"29.7493038,-95.462209",1700 Post Oak Boulevard,Houston,77056.0,
8935,7482191,819363,2018-08-16,2018-09-15,[11525428],1,Laura Rathe Fine Art,"29.7493038,-95.462209",1700 Post Oak Boulevard,Houston,77056.0,
8936,7515034,819363,2016-08-24,2016-09-17,"[7685242, 9581104]",2,Laura Rathe Fine Art,"29.7493038,-95.462209",1700 Post Oak Boulevard,Houston,77056.0,
8937,9033334,819363,2017-02-09,2017-03-09,[2920835],1,Laura Rathe Fine Art,"29.7493038,-95.462209",1700 Post Oak Boulevard,Houston,77056.0,
8938,9292188,819363,2018-03-21,2018-04-26,[12815932],1,Laura Rathe Fine Art,"29.7493038,-95.462209",1700 Post Oak Boulevard,Houston,77056.0,
8939,13704450,819363,2016-11-17,2016-12-17,[3376489],1,Laura Rathe Fine Art,"29.7493038,-95.462209",1700 Post Oak Boulevard,Houston,77056.0,
8940,15928991,819363,2017-05-11,2017-06-01,[6763529],1,Laura Rathe Fine Art,"29.7493038,-95.462209",1700 Post Oak Boulevard,Houston,77056.0,
8941,16296403,819363,2018-11-15,2018-12-05,[3376489],1,Laura Rathe Fine Art,"29.7493038,-95.462209",1700 Post Oak Boulevard,Houston,77056.0,
8942,2537235,8856522,2017-02-11,2017-03-06,0,0,The Studio @ Splendora Gardens,"30.268812,-95.1599987",26041 Midline Road,Cleveland,77328.0,
8943,3927119,8856522,2018-02-10,2018-02-10,0,0,The Studio @ Splendora Gardens,"30.268812,-95.1599987",26041 Midline Road,Cleveland,77328.0,
8944,3971778,8856522,2017-03-26,2017-04-23,0,0,The Studio @ Splendora Gardens,"30.268812,-95.1599987",26041 Midline Road,Cleveland,77328.0,
8945,4381759,8856522,2016-11-12,2016-11-13,0,0,The Studio @ Splendora Gardens,"30.268812,-95.1599987",26041 Midline Road,Cleveland,77328.0,
8946,5931002,8856522,2019-06-01,2019-06-26,0,0,The Studio @ Splendora Gardens,"30.268812,-95.1599987",26041 Midline Road,Cleveland,77328.0,
8947,5997184,8856522,2018-10-13,2018-12-08,[11274938],1,The Studio @ Splendora Gardens,"30.268812,-95.1599987",26041 Midline Road,Cleveland,77328.0,
8948,10510643,8856522,2017-12-10,2018-01-28,0,0,The Studio @ Splendora Gardens,"30.268812,-95.1599987",26041 Midline Road,Cleveland,77328.0,
8949,15298971,8856522,2019-07-27,2019-07-27,0,0,The Studio @ Splendora Gardens,"30.268812,-95.1599987",26041 Midline Road,Cleveland,77328.0,
8950,2540086,96395,2008-11-22,2008-11-22,0,0,ARTCRAWL Houston,"29.7589382,-95.3676974",,Houston,77002.0,artcrawlhouston.com
8951,4340393,96395,2009-11-21,2009-11-21,0,0,ARTCRAWL Houston,"29.7589382,-95.3676974",,Houston,77002.0,artcrawlhouston.com
8952,4481742,96395,2013-11-23,2013-11-23,0,0,ARTCRAWL Houston,"29.7589382,-95.3676974",,Houston,77002.0,artcrawlhouston.com
8953,4944199,96395,2007-11-17,2007-11-17,0,0,ARTCRAWL Houston,"29.7589382,-95.3676974",,Houston,77002.0,artcrawlhouston.com
8954,12575093,96395,2011-11-19,2011-11-19,[11541219],1,ARTCRAWL Houston,"29.7589382,-95.3676974",,Houston,77002.0,artcrawlhouston.com
8955,2551483,4803519,2017-09-22,2017-10-06,[13519714],1,2132 Bissonnet Street,"29.7259113,-95.4123966",2132 Bissonnet Street,Houston,77005.0,
8956,2564095,15075089,2013-11-16,2013-11-16,0,0,UP Art Studio,"29.8092023877551,-95.3900136938775",6521 North Main Street,Houston,77009.0,www.facebook.com/UpArtStudio
8957,3065435,15075089,2012-12-06,2012-12-06,"[6932267, 9145497, 15972912]",3,UP Art Studio,"29.8092023877551,-95.3900136938775",6521 North Main Street,Houston,77009.0,www.facebook.com/UpArtStudio
8958,3909208,15075089,2012-12-01,2012-12-01,[15972912],1,UP Art Studio,"29.8092023877551,-95.3900136938775",6521 North Main Street,Houston,77009.0,www.facebook.com/UpArtStudio
8959,5576447,15075089,2013-03-16,2013-03-23,"[824874, 2398630, 6199207, 6921098, 7770067, 8274147, 11652604, 13428675]",8,UP Art Studio,"29.8092023877551,-95.3900136938775",6521 North Main Street,Houston,77009.0,www.facebook.com/UpArtStudio
8960,5690989,15075089,2017-05-06,2017-05-06,0,0,UP Art Studio,"29.8092023877551,-95.3900136938775",6521 North Main Street,Houston,77009.0,www.facebook.com/UpArtStudio
8961,6454973,15075089,2012-11-17,2012-11-17,"[7865871, 8059450, 12957679, 15972912]",4,UP Art Studio,"29.8092023877551,-95.3900136938775",6521 North Main Street,Houston,77009.0,www.facebook.com/UpArtStudio
8962,6607979,15075089,2013-02-16,2013-03-02,"[10163677, 10457882]",2,UP Art Studio,"29.8092023877551,-95.3900136938775",6521 North Main Street,Houston,77009.0,www.facebook.com/UpArtStudio
8963,7755060,15075089,2013-01-12,2013-01-12,"[408438, 2212765, 2754362, 3831836, 3979934, 7865871, 8609442, 10557274, 11487324, 11652604]",10,UP Art Studio,"29.8092023877551,-95.3900136938775",6521 North Main Street,Houston,77009.0,www.facebook.com/UpArtStudio
8964,9427233,15075089,2017-07-08,2017-07-08,0,0,UP Art Studio,"29.8092023877551,-95.3900136938775",6521 North Main Street,Houston,77009.0,www.facebook.com/UpArtStudio
8965,13918414,15075089,2013-01-03,2013-01-03,"[1729330, 9145497]",2,UP Art Studio,"29.8092023877551,-95.3900136938775",6521 North Main Street,Houston,77009.0,www.facebook.com/UpArtStudio
8966,16214595,15075089,2019-04-06,2019-04-06,0,0,UP Art Studio,"29.8092023877551,-95.3900136938775",6521 North Main Street,Houston,77009.0,www.facebook.com/UpArtStudio
8967,2594747,11414200,2011-07-23,2011-07-24,[3740936],1,The Silo,"29.7663523421053,-95.3232972894737",415 Schweikhardt Street,Houston,77020.0,
8968,2596686,881857,2018-02-17,2018-02-17,0,0,Art Square Studios on Commerce,"29.7565999,-95.3491568",2315 Commerce Street,Houston,77003.0,
8969,2600679,3779830,2016-01-20,2016-03-19,[8284266],1,Smith Street Gallery,"29.755261,-95.3726087",1600 Smith Street,Houston,77002.0,
8970,2621609,16198179,2011-08-06,2011-08-06,"[1509293, 1672276, 6212746, 8690027, 15114034, 15686215]",6,White Linen Night in the Heights,"29.8029356,-95.3992399",200 & 300 Block of West 19th Street,Houston,77008.0,whitelinennightheights.com
8971,4418598,16198179,2010-08-07,2010-08-07,0,0,White Linen Night in the Heights,"29.8029356,-95.3992399",200 & 300 Block of West 19th Street,Houston,77008.0,whitelinennightheights.com
8972,2641690,14185711,2013-08-16,2013-08-16,[15205179],1,Sidewalks around City Hall,"29.7603571,-95.3693747",901 Bagby Street,Houston,77009.0,
8973,2679896,5449928,2011-09-30,2011-10-30,[2792619],1,Hines College of Architecture (UH),"29.679304,-95.3039249",4200 Elgin Street,Houston,77004.0,www.arch.uh.edu
8974,3552900,5449928,2009-09-24,2009-11-21,0,0,Hines College of Architecture (UH),"29.679304,-95.3039249",4200 Elgin Street,Houston,77004.0,www.arch.uh.edu
8975,5335274,5449928,2019-04-08,2019-04-08,[4344128],1,Hines College of Architecture (UH),"29.679304,-95.3039249",4200 Elgin Street,Houston,77004.0,www.arch.uh.edu
8976,5924983,5449928,2017-03-02,2017-03-02,[16193975],1,Hines College of Architecture (UH),"29.679304,-95.3039249",4200 Elgin Street,Houston,77004.0,www.arch.uh.edu
8977,6126713,5449928,2019-04-23,2019-04-23,0,0,Hines College of Architecture (UH),"29.679304,-95.3039249",4200 Elgin Street,Houston,77004.0,www.arch.uh.edu
8978,7170930,5449928,2011-10-12,2011-10-12,[16674135],1,Hines College of Architecture (UH),"29.679304,-95.3039249",4200 Elgin Street,Houston,77004.0,www.arch.uh.edu
8979,8327193,5449928,2012-01-26,2012-04-01,0,0,Hines College of Architecture (UH),"29.679304,-95.3039249",4200 Elgin Street,Houston,77004.0,www.arch.uh.edu
8980,8804280,5449928,2018-08-03,2018-10-31,0,0,Hines College of Architecture (UH),"29.679304,-95.3039249",4200 Elgin Street,Houston,77004.0,www.arch.uh.edu
8981,8851221,5449928,2017-03-30,2017-03-30,0,0,Hines College of Architecture (UH),"29.679304,-95.3039249",4200 Elgin Street,Houston,77004.0,www.arch.uh.edu
8982,12055480,5449928,2011-09-13,2011-09-13,[2862115],1,Hines College of Architecture (UH),"29.679304,-95.3039249",4200 Elgin Street,Houston,77004.0,www.arch.uh.edu
8983,13004582,5449928,2019-04-07,2019-04-07,[407535],1,Hines College of Architecture (UH),"29.679304,-95.3039249",4200 Elgin Street,Houston,77004.0,www.arch.uh.edu
8984,14633500,5449928,2011-10-25,2011-10-25,"[553229, 12758587]",2,Hines College of Architecture (UH),"29.679304,-95.3039249",4200 Elgin Street,Houston,77004.0,www.arch.uh.edu
8985,2681714,2314006,2011-08-13,2011-08-13,"[10518509, 14924476]",2,13 Celsius,"29.74119,-95.373692",3000 Caroline Street,Houston,77004.0,www.13celsius.com
8986,3792531,2314006,2010-01-20,2010-02-15,[2962323],1,13 Celsius,"29.74119,-95.373692",3000 Caroline Street,Houston,77004.0,www.13celsius.com
8987,9647100,2314006,2008-12-14,2009-02-14,[12850344],1,13 Celsius,"29.74119,-95.373692",3000 Caroline Street,Houston,77004.0,www.13celsius.com
8988,2689341,1747891,2009-05-30,2009-06-20,[2754362],1,Aerosol Warfare Gallery & Boutique,"29.7446138,-95.359999","2110 Jefferson Street, Suite 113",Houston,77003.0,www.myspace.com/aerosolwarfare
8989,4079215,1747891,2008-07-26,2008-08-22,0,0,Aerosol Warfare Gallery & Boutique,"29.7446138,-95.359999","2110 Jefferson Street, Suite 113",Houston,77003.0,www.myspace.com/aerosolwarfare
8990,4587770,1747891,2009-04-19,2009-04-19,0,0,Aerosol Warfare Gallery & Boutique,"29.7446138,-95.359999","2110 Jefferson Street, Suite 113",Houston,77003.0,www.myspace.com/aerosolwarfare
8991,5343757,1747891,2009-08-15,2009-09-12,0,0,Aerosol Warfare Gallery & Boutique,"29.7446138,-95.359999","2110 Jefferson Street, Suite 113",Houston,77003.0,www.myspace.com/aerosolwarfare
8992,5481480,1747891,2012-11-24,2012-11-24,0,0,Aerosol Warfare Gallery & Boutique,"29.7446138,-95.359999","2110 Jefferson Street, Suite 113",Houston,77003.0,www.myspace.com/aerosolwarfare
8993,5976811,1747891,2010-04-24,2010-05-22,"[3468267, 5361173, 14257278]",3,Aerosol Warfare Gallery & Boutique,"29.7446138,-95.359999","2110 Jefferson Street, Suite 113",Houston,77003.0,www.myspace.com/aerosolwarfare
8994,7191728,1747891,2013-03-14,2013-03-15,"[2802203, 14546386]",2,Aerosol Warfare Gallery & Boutique,"29.7446138,-95.359999","2110 Jefferson Street, Suite 113",Houston,77003.0,www.myspace.com/aerosolwarfare
8995,7915079,1747891,2012-11-24,2012-12-01,"[1161127, 8609442]",2,Aerosol Warfare Gallery & Boutique,"29.7446138,-95.359999","2110 Jefferson Street, Suite 113",Houston,77003.0,www.myspace.com/aerosolwarfare
8996,8660517,1747891,2009-02-07,2009-02-27,[2831689],1,Aerosol Warfare Gallery & Boutique,"29.7446138,-95.359999","2110 Jefferson Street, Suite 113",Houston,77003.0,www.myspace.com/aerosolwarfare
8997,10568708,1747891,2008-10-04,2008-11-04,0,0,Aerosol Warfare Gallery & Boutique,"29.7446138,-95.359999","2110 Jefferson Street, Suite 113",Houston,77003.0,www.myspace.com/aerosolwarfare
8998,11114792,1747891,2008-11-22,2008-12-20,0,0,Aerosol Warfare Gallery & Boutique,"29.7446138,-95.359999","2110 Jefferson Street, Suite 113",Houston,77003.0,www.myspace.com/aerosolwarfare
8999,13816421,1747891,2010-10-02,2010-10-02,0,0,Aerosol Warfare Gallery & Boutique,"29.7446138,-95.359999","2110 Jefferson Street, Suite 113",Houston,77003.0,www.myspace.com/aerosolwarfare
9000,13903282,1747891,2013-08-17,2013-08-17,[16355295],1,Aerosol Warfare Gallery & Boutique,"29.7446138,-95.359999","2110 Jefferson Street, Suite 113",Houston,77003.0,www.myspace.com/aerosolwarfare
9001,14474409,1747891,2009-03-06,2009-03-07,[11042317],1,Aerosol Warfare Gallery & Boutique,"29.7446138,-95.359999","2110 Jefferson Street, Suite 113",Houston,77003.0,www.myspace.com/aerosolwarfare
9002,14531144,1747891,2009-03-14,2009-04-17,[14257278],1,Aerosol Warfare Gallery & Boutique,"29.7446138,-95.359999","2110 Jefferson Street, Suite 113",Houston,77003.0,www.myspace.com/aerosolwarfare
9003,16759512,1747891,2009-06-26,2009-07-31,0,0,Aerosol Warfare Gallery & Boutique,"29.7446138,-95.359999","2110 Jefferson Street, Suite 113",Houston,77003.0,www.myspace.com/aerosolwarfare
9004,2705398,11961292,2009-12-12,2009-12-12,"[6100670, 13151572]",2,McWhorter Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,www.mcwhortergallery.com
9005,6127073,11961292,2010-04-24,2010-05-29,[13151572],1,McWhorter Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,www.mcwhortergallery.com
9006,8943741,11961292,2010-03-12,2010-04-24,"[4950022, 6582365, 6628024, 9798371, 10395328, 12069811]",6,McWhorter Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,www.mcwhortergallery.com
9007,11643786,11961292,2010-02-27,2010-03-27,"[166314, 6143754, 6162152, 6963089, 7329330, 8984140, 12272659, 13112279, 13151572]",9,McWhorter Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,www.mcwhortergallery.com
9008,12170689,11961292,2010-03-27,2010-04-22,"[166314, 1649242, 6143754, 6162152, 6612163, 8984140, 9669891, 13112279, 13123068, 13151572]",10,McWhorter Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,www.mcwhortergallery.com
9009,2723656,1334084,2011-09-24,2011-09-24,[6190751],1,Alamo Drafthouse @ Mason Park,"29.7765647,-95.7496731",531 South Mason Road,Katy,77450.0,drafthouse.com/houston/mason_park
9010,2737460,2101824,2018-05-05,2018-08-24,[1088992],1,Clarke & Associates,"29.7910034,-95.3972462",301 East 11th Street,Houston,77008.0,www.clarkeassoc.com
9011,2750149,2101824,2018-11-03,2018-11-27,[12721151],1,Clarke & Associates,"29.7910034,-95.3972462",301 East 11th Street,Houston,77008.0,www.clarkeassoc.com
9012,5728172,2101824,2016-06-11,2016-06-11,[13176807],1,Clarke & Associates,"29.7910034,-95.3972462",301 East 11th Street,Houston,77008.0,www.clarkeassoc.com
9013,6146099,2101824,2016-12-03,2016-12-03,0,0,Clarke & Associates,"29.7910034,-95.3972462",301 East 11th Street,Houston,77008.0,www.clarkeassoc.com
9014,7908004,2101824,2018-12-01,2018-12-31,[15821978],1,Clarke & Associates,"29.7910034,-95.3972462",301 East 11th Street,Houston,77008.0,www.clarkeassoc.com
9015,7997356,2101824,2018-09-21,2018-09-22,0,0,Clarke & Associates,"29.7910034,-95.3972462",301 East 11th Street,Houston,77008.0,www.clarkeassoc.com
9016,8831975,2101824,2017-03-25,2017-05-31,[13176807],1,Clarke & Associates,"29.7910034,-95.3972462",301 East 11th Street,Houston,77008.0,www.clarkeassoc.com
9017,9942523,2101824,2018-01-13,2018-04-02,[15175167],1,Clarke & Associates,"29.7910034,-95.3972462",301 East 11th Street,Houston,77008.0,www.clarkeassoc.com
9018,10179503,2101824,2018-09-08,2018-10-27,[1537522],1,Clarke & Associates,"29.7910034,-95.3972462",301 East 11th Street,Houston,77008.0,www.clarkeassoc.com
9019,10261693,2101824,2017-08-05,2017-08-26,0,0,Clarke & Associates,"29.7910034,-95.3972462",301 East 11th Street,Houston,77008.0,www.clarkeassoc.com
9020,10273698,2101824,2018-05-05,2018-08-24,[4583410],1,Clarke & Associates,"29.7910034,-95.3972462",301 East 11th Street,Houston,77008.0,www.clarkeassoc.com
9021,10780516,2101824,2017-10-07,2017-12-14,0,0,Clarke & Associates,"29.7910034,-95.3972462",301 East 11th Street,Houston,77008.0,www.clarkeassoc.com
9022,15863850,2101824,2017-05-11,2017-05-11,0,0,Clarke & Associates,"29.7910034,-95.3972462",301 East 11th Street,Houston,77008.0,www.clarkeassoc.com
9023,2738009,817872,2013-04-27,2013-04-27,"[3899377, 7000493, 7736465, 12111146, 12947303]",5,Super Happy Funland,"29.741161,-95.342575",3801 Polk Street,Houston,77003.0,www.superhappyfunland.com
9024,9916225,817872,2012-10-06,2012-10-06,0,0,Super Happy Funland,"29.741161,-95.342575",3801 Polk Street,Houston,77003.0,www.superhappyfunland.com
9025,2763052,4788569,2017-04-01,2017-04-30,0,0,Khon's,"29.7450802653061,-95.3770132244898",2808 Milam Street,Houston,77006.0,www.khonsbar.com
9026,8846061,4788569,2012-03-23,2012-03-24,"[1518024, 3820380, 10435848, 13255974]",4,Khon's,"29.7450802653061,-95.3770132244898",2808 Milam Street,Houston,77006.0,www.khonsbar.com
9027,10205495,4788569,2009-07-30,2009-08-30,[4686535],1,Khon's,"29.7450802653061,-95.3770132244898",2808 Milam Street,Houston,77006.0,www.khonsbar.com
9028,2809148,15023014,2007-03-31,2007-04-30,"[1209302, 4014364, 4199480, 7114532, 8396430, 14691265, 14839613]",7,Intexure,"29.7243695376884,-95.3803792663317",1815 Southmore Boulevard,Houston,77004.0,
9029,2832751,10213335,2018-03-03,2018-05-15,0,0,Aether Space,"29.7817635,-95.3944672",3210 White Oak Drive,Houston,77007.0,www.aetherspaceart.com
9030,6621794,10213335,2018-06-02,2018-08-15,0,0,Aether Space,"29.7817635,-95.3944672",3210 White Oak Drive,Houston,77007.0,www.aetherspaceart.com
9031,10768837,10213335,2017-11-04,2018-02-04,[4669349],1,Aether Space,"29.7817635,-95.3944672",3210 White Oak Drive,Houston,77007.0,www.aetherspaceart.com
9032,2833821,3214624,2014-03-16,2014-07-30,"[4014364, 4314694]",2,Total Plaza,"29.7565278,-95.3685713818705",1601 West Alabama Street,Houston,77002.0,
9033,4913082,3214624,2017-09-19,2017-11-15,[14046872],1,Total Plaza,"29.7565278,-95.3685713818705",1601 West Alabama Street,Houston,77002.0,
9034,5617883,3214624,2016-09-19,2016-11-21,[13193273],1,Total Plaza,"29.7565278,-95.3685713818705",1601 West Alabama Street,Houston,77002.0,
9035,7725378,3214624,2018-02-12,2018-03-14,[6454779],1,Total Plaza,"29.7565278,-95.3685713818705",1601 West Alabama Street,Houston,77002.0,
9036,8024719,3214624,2017-01-25,2017-04-26,[407535],1,Total Plaza,"29.7565278,-95.3685713818705",1601 West Alabama Street,Houston,77002.0,
9037,8378077,3214624,2017-05-15,2017-09-08,[7637688],1,Total Plaza,"29.7565278,-95.3685713818705",1601 West Alabama Street,Houston,77002.0,
9038,10478222,3214624,2016-05-03,2016-09-08,[7670107],1,Total Plaza,"29.7565278,-95.3685713818705",1601 West Alabama Street,Houston,77002.0,
9039,14068408,3214624,2015-01-26,2015-04-14,"[4498640, 7716468, 12050340]",3,Total Plaza,"29.7565278,-95.3685713818705",1601 West Alabama Street,Houston,77002.0,
9040,15625989,3214624,2014-08-07,2014-10-09,[581922],1,Total Plaza,"29.7565278,-95.3685713818705",1601 West Alabama Street,Houston,77002.0,
9041,2851460,5909450,2015-07-14,2015-07-14,"[2095145, 3913911, 5649999, 6633441]",4,Founders Club (The Hobby Center),"29.761677,-95.368883",800 Bagby Street,Houston,77002.0,
9042,2866564,4981263,2018-10-13,2018-10-14,0,0,In Front of Sam Houston Park,"29.760013,-95.370235",1000 Bagby Street,Houston,77002.0,
9043,2878780,15580631,2009-08-08,2009-08-09,"[825784, 2420053, 5604161, 6597552, 9024921, 9854700, 9945760, 10521496, 12064703, 13547465, 14517170]",11,Eleanor Tinsley Park,"29.7589382,-95.3676974",18-3600 Allen Parkway,Houston,77019.0,
9044,2887490,4169497,2007-03-08,2007-04-20,[13773529],1,Kinzelman Art Consulting,"29.7246365,-95.3905619",3909 Main Street,Houston,77002.0,www.kinzelmanart.com
9045,3624247,4169497,2007-09-06,2007-11-16,[11258407],1,Kinzelman Art Consulting,"29.7246365,-95.3905619",3909 Main Street,Houston,77002.0,www.kinzelmanart.com
9046,4219763,4169497,2007-04-27,2007-06-22,[7621342],1,Kinzelman Art Consulting,"29.7246365,-95.3905619",3909 Main Street,Houston,77002.0,www.kinzelmanart.com
9047,6397883,4169497,2007-07-21,2007-08-31,[9406126],1,Kinzelman Art Consulting,"29.7246365,-95.3905619",3909 Main Street,Houston,77002.0,www.kinzelmanart.com
9048,8665446,4169497,2011-09-09,2011-10-31,[836497],1,Kinzelman Art Consulting,"29.7246365,-95.3905619",3909 Main Street,Houston,77002.0,www.kinzelmanart.com
9049,9079534,4169497,2010-03-15,2010-06-01,"[2585225, 2608559, 4229311]",3,Kinzelman Art Consulting,"29.7246365,-95.3905619",3909 Main Street,Houston,77002.0,www.kinzelmanart.com
9050,11907638,4169497,2008-02-29,2008-05-30,[1870200],1,Kinzelman Art Consulting,"29.7246365,-95.3905619",3909 Main Street,Houston,77002.0,www.kinzelmanart.com
9051,13614607,4169497,2011-05-02,2011-08-26,"[281330, 4307818, 5613188, 7799227, 8347440, 9386905, 9564207, 11008719, 12760063, 13214402, 13304546, 16490561, 16538722, 16734328]",14,Kinzelman Art Consulting,"29.7246365,-95.3905619",3909 Main Street,Houston,77002.0,www.kinzelmanart.com
9052,14350799,4169497,2007-04-10,2007-06-25,"[4141127, 6628024, 14839613]",3,Kinzelman Art Consulting,"29.7246365,-95.3905619",3909 Main Street,Houston,77002.0,www.kinzelmanart.com
9053,14568161,4169497,2007-04-09,2007-04-09,[5350555],1,Kinzelman Art Consulting,"29.7246365,-95.3905619",3909 Main Street,Houston,77002.0,www.kinzelmanart.com
9054,14939563,4169497,2012-04-13,2012-04-13,[12850344],1,Kinzelman Art Consulting,"29.7246365,-95.3905619",3909 Main Street,Houston,77002.0,www.kinzelmanart.com
9055,16627500,4169497,2010-08-31,2010-08-31,"[1268118, 3391612, 15355542, 16226758]",4,Kinzelman Art Consulting,"29.7246365,-95.3905619",3909 Main Street,Houston,77002.0,www.kinzelmanart.com
9056,2897340,8582368,2018-11-27,2018-11-27,0,0,University of Houston School of Art (UH),"29.7248985,-95.3428602",4173 Elgin Street,Houston,77004.0,www.uh.edu/class/art/
9057,3452818,8582368,2018-09-18,2018-09-18,0,0,University of Houston School of Art (UH),"29.7248985,-95.3428602",4173 Elgin Street,Houston,77004.0,www.uh.edu/class/art/
9058,3469642,8582368,2019-02-26,2019-02-26,0,0,University of Houston School of Art (UH),"29.7248985,-95.3428602",4173 Elgin Street,Houston,77004.0,www.uh.edu/class/art/
9059,4181786,8582368,2018-09-13,2018-09-13,0,0,University of Houston School of Art (UH),"29.7248985,-95.3428602",4173 Elgin Street,Houston,77004.0,www.uh.edu/class/art/
9060,7069421,8582368,2017-11-03,2017-11-03,0,0,University of Houston School of Art (UH),"29.7248985,-95.3428602",4173 Elgin Street,Houston,77004.0,www.uh.edu/class/art/
9061,7162949,8582368,2016-11-11,2016-11-11,0,0,University of Houston School of Art (UH),"29.7248985,-95.3428602",4173 Elgin Street,Houston,77004.0,www.uh.edu/class/art/
9062,8251514,8582368,2017-03-01,2017-03-01,[8592067],1,University of Houston School of Art (UH),"29.7248985,-95.3428602",4173 Elgin Street,Houston,77004.0,www.uh.edu/class/art/
9063,8783592,8582368,2018-03-02,2018-03-02,0,0,University of Houston School of Art (UH),"29.7248985,-95.3428602",4173 Elgin Street,Houston,77004.0,www.uh.edu/class/art/
9064,8855782,8582368,2016-07-23,2016-07-23,0,0,University of Houston School of Art (UH),"29.7248985,-95.3428602",4173 Elgin Street,Houston,77004.0,www.uh.edu/class/art/
